timestamp,report_month,report_year,jurisdiction,offender_profiles,arrestee,forensic_profiles,ndis_labs,investigations_aided,capture_date,capture_year
20170106073100,11.0,2016.0,Florida,1013135,184687,63158,12,34257,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Georgia,314695,0,19169,4,6810,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Hawaii,34062,0,907,1,443,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Idaho,38358,0,470,1,31,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Illinois,569751,378,38676,9,20970,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Indiana,258122,0,11568,5,4479,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Iowa,106102,0,6020,1,1988,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Kansas,88910,83546,6830,5,2862,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Kentucky,150165,0,6331,1,1745,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Louisiana,142917,358701,14183,6,6906,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Maine,29708,0,3206,1,74,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Maryland,121657,33691,11605,6,4203,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Massachusetts,132788,0,10454,2,4378,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Michigan,372363,45732,24722,3,11369,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Minnesota,149217,0,14473,3,6217,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Mississippi,108035,1596,1242,1,485,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Missouri,290984,30972,22672,7,12176,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Montana,33839,0,911,1,224,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Nebraska,36408,0,1730,1,408,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Nevada,91992,40558,7473,2,3696,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,New Hampshire,10097,0,1635,1,265,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,New Jersey,295323,8258,19769,2,9620,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,New Mexico,63611,44316,7293,3,3445,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,New York,579533,0,54002,8,21826,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,North Carolina,260766,33288,8672,2,3180,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,North Dakota,12016,21158,1073,1,500,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Ohio,468794,189263,54574,8,17137,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Oklahoma,143915,264,5859,3,2702,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Oregon,190970,0,13222,1,7435,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Pennsylvania,351078,0,15901,3,6875,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Puerto Rico,22104,2866,246,1,44,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Rhode Island,22697,293,1183,1,337,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,South Carolina,196184,13199,14532,5,6977,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,South Dakota,26940,31333,1135,1,477,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Tennessee,212782,97873,8523,4,2685,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Texas,821013,60206,64205,16,25906,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,U.S. Army,29241,49174,2940,1,150,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Utah,99101,5957,1364,1,88,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Vermont,18860,0,669,1,304,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Virginia,407135,4313,19643,4,9898,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Washington,264172,0,7320,6,3039,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,West Virginia,27701,0,1369,1,360,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Wisconsin,223525,4949,15632,2,5970,2017-01-06 07:31:00,2017
20170106073100,11.0,2016.0,Wyoming,24341,0,753,1,156,2017-01-06 07:31:00,2017
20170127174455,11.0,2016.0,Alabama,236811,28469,15241,4,7263,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Alaska,23939,30573,1690,1,661,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Arizona,318633,39896,19578,7,9067,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Arkansas,158338,16828,10096,1,4493,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,California,1892677,672093,80428,24,53977,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Colorado,184017,188654,16324,7,7443,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Connecticut,107773,0,6985,1,2977,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,DC/FBI Lab,856205,228833,5106,2,1260,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,DC/Metro PD,0,0,1064,1,215,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Delaware,14376,0,785,1,101,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Florida,1013135,184687,63158,12,34257,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Georgia,314695,0,19169,4,6810,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Hawaii,34062,0,907,1,443,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Idaho,38358,0,470,1,31,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Illinois,569751,378,38676,9,20970,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Indiana,258122,0,11568,5,4479,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Iowa,106102,0,6020,1,1988,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Kansas,88910,83546,6830,5,2862,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Kentucky,150165,0,6331,1,1745,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Louisiana,142917,358701,14183,6,6906,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Maine,29708,0,3206,1,74,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Maryland,121657,33691,11605,6,4203,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Massachusetts,132788,0,10454,2,4378,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Michigan,372363,45732,24722,3,11369,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Minnesota,149217,0,14473,3,6217,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Mississippi,108035,1596,1242,1,485,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Missouri,290984,30972,22672,7,12176,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Montana,33839,0,911,1,224,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Nebraska,36408,0,1730,1,408,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Nevada,91992,40558,7473,2,3696,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,New Hampshire,10097,0,1635,1,265,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,New Jersey,295323,8258,19769,2,9620,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,New Mexico,63611,44316,7293,3,3445,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,New York,579533,0,54002,8,21826,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,North Carolina,260766,33288,8672,2,3180,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,North Dakota,12016,21158,1073,1,500,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Ohio,468794,189263,54574,8,17137,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Oklahoma,143915,264,5859,3,2702,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Oregon,190970,0,13222,1,7435,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Pennsylvania,351078,0,15901,3,6875,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Puerto Rico,22104,2866,246,1,44,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Rhode Island,22697,293,1183,1,337,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,South Carolina,196184,13199,14532,5,6977,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,South Dakota,26940,31333,1135,1,477,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Tennessee,212782,97873,8523,4,2685,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Texas,821013,60206,64205,16,25906,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,U.S. Army,29241,49174,2940,1,150,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Utah,99101,5957,1364,1,88,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Vermont,18860,0,669,1,304,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Virginia,407135,4313,19643,4,9898,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Washington,264172,0,7320,6,3039,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,West Virginia,27701,0,1369,1,360,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Wisconsin,223525,4949,15632,2,5970,2017-01-27 17:44:55,2017
20170127174455,11.0,2016.0,Wyoming,24341,0,753,1,156,2017-01-27 17:44:55,2017
20170227173146,12.0,2016.0,Alabama,237259,29823,15456,4,7331,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Alaska,23955,30642,1714,1,664,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Arizona,322401,40271,19821,7,9195,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Arkansas,158645,17455,10125,1,4520,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,California,1896061,676066,81195,24,54915,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Colorado,184809,191737,16561,8,7570,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Connecticut,108072,0,7090,1,3050,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,DC/FBI Lab,858181,231744,5172,2,1293,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,DC/Metro PD,0,0,1086,1,222,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Delaware,14520,0,796,1,103,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Florida,1015640,187969,63618,12,34482,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Georgia,315410,0,19352,4,6897,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Hawaii,34100,0,910,1,446,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Idaho,38640,0,483,1,31,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Illinois,571449,381,38829,9,21056,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Indiana,259017,0,11666,5,4526,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Iowa,106350,0,6076,1,2014,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Kansas,89074,84962,6865,5,2921,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Kentucky,151241,0,6371,1,1762,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Louisiana,143261,359994,14324,6,6977,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Maine,29846,0,3210,1,74,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Maryland,122014,33909,11676,6,4250,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Massachusetts,133238,0,10501,2,4423,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Michigan,373002,47766,25010,3,11516,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Minnesota,149717,0,14576,3,6264,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Mississippi,108468,1821,1251,1,495,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Missouri,291800,31439,22816,7,12268,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Montana,33839,0,913,1,224,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Nebraska,36568,0,1745,1,418,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Nevada,92197,42741,7482,2,3718,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,New Hampshire,10175,0,1644,1,272,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,New Jersey,296757,8527,19899,2,9771,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,New Mexico,63709,44671,7361,3,3471,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,New York,581028,0,54201,8,21933,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,North Carolina,261373,33617,8746,2,3222,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,North Dakota,12069,21541,1075,1,505,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Ohio,469387,191025,54963,8,17342,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Oklahoma,144667,264,5906,3,2719,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Oregon,192070,0,13258,1,7484,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Pennsylvania,352428,0,16000,3,6906,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Puerto Rico,22104,2866,251,1,44,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Rhode Island,22777,293,1192,1,340,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,South Carolina,196245,13439,14622,5,6992,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,South Dakota,27022,32551,1150,1,569,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Tennessee,216393,97538,8593,4,2729,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Texas,823724,61076,64580,16,26153,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,U.S. Army,29464,51054,2947,1,151,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Utah,99397,6841,1411,1,88,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Vermont,18778,0,674,1,304,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Virginia,408197,4293,19780,4,9944,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Washington,265069,0,7392,6,3070,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,West Virginia,27701,0,1377,1,361,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Wisconsin,225880,5111,15740,2,6036,2017-02-27 17:31:46,2017
20170227173146,12.0,2016.0,Wyoming,24341,0,765,1,163,2017-02-27 17:31:46,2017
20170409202627,2.0,2017.0,Alabama,237849,32053,15631,4,7376,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Alaska,23985,30860,1728,1,675,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Arizona,324942,40980,20112,7,9331,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Arkansas,159373,19192,10196,1,4560,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,California,1914084,683169,82499,24,56426,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Colorado,185922,196674,16931,8,7721,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Connecticut,109048,0,7149,1,3128,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,DC/FBI Lab,861966,236779,5331,2,1335,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,DC/Metro PD,0,0,860,1,235,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Delaware,14614,0,1095,1,109,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Florida,1019551,194852,64609,12,35224,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Georgia,316746,0,19599,4,7036,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Hawaii,34923,0,941,1,467,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Idaho,38897,0,490,1,31,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Illinois,574353,390,39255,9,21287,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Indiana,261037,0,11850,5,4632,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Iowa,107283,0,6097,1,2040,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Kansas,89182,85964,6959,5,2946,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Kentucky,154414,0,6556,1,1821,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Louisiana,143853,362487,14528,6,7103,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Maine,30209,0,3234,1,74,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Maryland,122462,34512,11827,6,4324,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Massachusetts,134604,0,10604,2,4503,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Michigan,373874,51573,25427,3,11792,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Minnesota,150711,0,14797,3,6370,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Mississippi,108468,1819,1272,1,508,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Missouri,293996,32151,23026,7,12446,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Montana,33968,0,930,1,224,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Nebraska,263395,0,1764,1,426,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Nevada,92289,45627,7611,2,3773,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,New Hampshire,10335,0,1658,1,277,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,New Jersey,297925,8875,20045,2,9880,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,New Mexico,63880,45208,7483,3,3544,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,New York,585895,0,54572,8,22188,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,North Carolina,12133,34778,8866,2,3272,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,North Dakota,36899,22055,1091,1,511,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Ohio,470894,196244,54606,8,17822,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Oklahoma,146003,264,5995,3,2793,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Oregon,193744,0,13318,1,7528,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Pennsylvania,354286,0,16168,3,6975,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Puerto Rico,22103,2866,256,1,44,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Rhode Island,22906,293,1222,1,354,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,South Carolina,197062,14869,14777,5,7075,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,South Dakota,27082,33467,1201,1,590,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Tennessee,219300,101291,8868,4,2962,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Texas,828779,62908,63857,16,26541,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,U.S. Army,29624,52639,3004,1,156,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Utah,99398,6841,1514,1,88,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Vermont,19074,0,692,1,322,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Virginia,410027,4368,19955,4,10028,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Washington,266801,0,7498,6,3119,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,West Virginia,27701,0,1377,1,361,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Wisconsin,230435,5949,15925,2,6127,2017-04-09 20:26:27,2017
20170409202627,2.0,2017.0,Wyoming,24604,0,794,1,173,2017-04-09 20:26:27,2017
20180211052927,12.0,2017.0,Alabama,241815,44352,16914,4,7732,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Alaska,24273,32911,1855,1,724,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Arizona,334968,44313,22339,7,10333,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Arkansas,162494,26965,10673,1,4976,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,California,1963099,724550,89817,24,64244,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Colorado,191579,224513,18652,8,8614,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Connecticut,111730,0,7950,1,3717,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,DC/FBI Lab,878761,269595,6040,2,1578,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,DC/Metro PD,0,0,1542,1,359,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Delaware,16472,0,1010,1,169,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Florida,1038775,238696,70873,12,39117,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Georgia,324833,0,20689,4,7558,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Hawaii,35826,0,1149,1,528,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Idaho,42892,0,562,1,93,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Illinois,592112,447,41431,9,22322,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Indiana,271364,0,12708,5,5125,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Iowa,114182,0,6547,1,2269,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Kansas,90058,94062,7425,5,3207,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Kentucky,165780,0,7366,1,2164,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Louisiana,147338,377363,15847,6,7948,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Maine,31659,0,3367,1,111,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Maryland,125974,37537,12795,6,4728,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Massachusetts,139184,0,11139,2,4793,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Michigan,377344,70681,28243,4,13468,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Minnesota,154968,0,15912,3,7063,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Mississippi,114674,2766,1379,1,597,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Missouri,302902,36189,24466,7,13361,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Montana,34875,0,1020,1,245,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Nebraska,40132,0,1955,1,504,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Nevada,93018,61556,8414,2,4258,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,New Hampshire,11807,0,1787,1,341,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,New Jersey,303198,10438,21306,2,10438,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,New Mexico,65081,49171,8286,3,3896,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,New York,597319,0,57762,8,23460,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,North Carolina,271033,38903,9926,2,3683,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,North Dakota,12498,24942,1382,1,777,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Ohio,477130,222099,61493,8,20508,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Oklahoma,153100,264,6516,3,3117,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Oregon,199673,0,13968,1,7866,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Pennsylvania,365691,0,17737,3,7659,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Puerto Rico,22103,2897,268,1,45,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Rhode Island,24051,433,1332,1,408,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,South Carolina,200408,22020,15731,5,7622,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,South Dakota,27294,37203,1451,1,716,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Tennessee,227811,109252,10493,4,3841,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Texas,856282,67550,69271,17,29227,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,U.S. Army,30189,60223,3281,1,174,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Utah,100413,8107,1804,1,107,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Vermont,19232,0,780,1,410,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Virginia,420390,4589,20871,4,10417,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Washington,271625,0,8286,6,3437,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,West Virginia,28233,0,1571,1,414,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Wisconsin,250507,9666,17258,2,6699,2018-02-11 05:29:27,2018
20180211052927,12.0,2017.0,Wyoming,25481,0,958,1,218,2018-02-11 05:29:27,2018
20180314184913,1.0,2018.0,Alabama,242512,45475,17053,4,7732,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Alaska,24368,33121,1857,1,727,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Arizona,337899,44692,22555,7,10361,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Arkansas,162908,27365,10721,1,5084,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,California,1970834,728294,90202,24,64931,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Colorado,192643,227954,18896,8,8751,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Connecticut,112878,0,8004,1,3795,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,DC/FBI Lab,881575,272499,6131,2,1595,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,DC/Metro PD,0,0,1585,1,391,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Delaware,16793,0,1035,1,177,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Florida,1042330,241812,71423,12,39453,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Georgia,326361,0,20838,4,7561,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Hawaii,36061,0,1155,1,587,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Idaho,45384,0,601,1,93,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Illinois,597828,454,41676,9,22344,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Indiana,273460,1168,12795,5,5125,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Iowa,114909,0,6597,1,2410,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Kansas,90132,94903,7489,5,3223,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Kentucky,167583,0,7460,1,2164,2018-03-14 18:49:13,2018
20180314184913,1.0,2018.0,Louisiana,147806,378853,15988,6,7984,2018-03-14 18:49:13,2018
